source_url,target_url,301
https://td-art.ru/design-project/komplektaciya/,https://design.td-art.ru/complex,301
https://td-art.ru/articles/kitchen/bay-window/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/kitchen/bar/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/interesnoe/kirpich-vnutri-doma/,https://design.td-art.ru/folio,301
https://td-art.ru/design-project/,https://design.td-art.ru/,301
https://td-art.ru/articles/interesnoe/dizajn-proekt-bolshoj-kvartiry/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/kitchen/studio,https://design.td-art.ru/folio,301
https://td-art.ru/articles/kitchen/art-deko/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/gostinaya/high-tech/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/vannaya/high-tech/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/interesnoe/anglijskij-stil-v-dizajne-interera/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/interesnoe/dizajn-interera-v-klassicheskom-stile/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/vannaya/kak-sozdat-vannuyu-komnatu-v-ekostile/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/vannaya/minimalism/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/vannaya/provence/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/interesnoe/frilanser-vs-arhitekturnogo-byuro-kuda-idti-za-intererom-svoej-mechty/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/interesnoe/dizajn-kvartiry-svobodnoj-planirovki/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/prihozhaya/art-deko/,https://design.td-art.ru/folio,301
https://td-art.ru/design-project/interier-pod-kluch/,https://design.td-art.ru/complex,301
https://td-art.ru/articles/interesnoe/stil-pop-art/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/vannaya/classic/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/prihozhaya/dizajn-bolshoj-prihozhej/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/bedroom/kantri/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/vannaya/idei-po-planirovke-vannoj-komnaty/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/kitchen/dizajn-uglovoj-kuhni/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/interesnoe/kak-sdelat-pereplanirovku-kvartiry/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/bedroom/classic/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/gostinaya/art-deko/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/kitchen/big/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/interesnoe/stil-ampir-v-interere/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/interesnoe/klassicheskij-skandinavskij-stil/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/interesnoe/interer-sochetayuwij-chernye-i-belye-tona/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/bedroom/art-deko/,https://design.td-art.ru/folio,301
https://td-art.ru/portfolio/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/gostinaya/bay-window-2/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/interesnoe/chto-delat-esli-dizajn-proekt-interera-ne-nravitsja/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/vannaya/,https://design.td-art.ru/folio,301
https://td-art.ru/portfolio/kopengagen/,https://design.td-art.ru/folio,301
https://td-art.ru/portfolio/arbat/,https://design.td-art.ru/arbat,301
https://td-art.ru/articles/bedroom/modern/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/vannaya/modern/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/gostinaya/dizajn-bolshoj-gostinoj/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/interesnoe/menyaem-interer-pri-pomowi-cveta/,https://design.td-art.ru/folio,301
https://td-art.ru/portfolio/paveletskaya/,https://design.td-art.ru/paveletskaya,301
https://td-art.ru/articles/interesnoe/skolko-stoit-horoshij-dizajn-proekt/,https://design.td-art.ru/folio,301
https://td-art.ru/portfolio/kristall/,https://design.td-art.ru/crystal,301
https://td-art.ru/articles/kitchen/classic/,https://design.td-art.ru/folio,301
https://td-art.ru/portfolio/zhk-wow/,https://design.td-art.ru/wow,301
https://td-art.ru/articles/bedroom/minimalism/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/interesnoe/kak-organizovat-home-office/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/bedroom/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/interesnoe/ostrovnaya-kuhnya-v-interere/,https://design.td-art.ru/folio,301
https://td-art.ru/portfolio/akademika-pavlova/,https://design.td-art.ru/pavlova,301
https://td-art.ru/portfolio/shuvalovskij/,https://design.td-art.ru/shuvalovsky,301
https://td-art.ru/articles/kitchen/provence/,https://design.td-art.ru/folio,301
https://td-art.ru/portfolio/serdce-stolicy/,https://design.td-art.ru/heart,301
https://td-art.ru/articles/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/interesnoe/dizajn-proekt-taunhausa/,https://design.td-art.ru/folio,301
https://td-art.ru/portfolio/shome/,https://design.td-art.ru/shome,301
https://td-art.ru/articles/gostinaya/,https://design.td-art.ru/folio,301
https://td-art.ru/portfolio/west-garden/,https://design.td-art.ru/westgarden,301
https://td-art.ru/poisk/,https://design.td-art.ru/folio,301
https://td-art.ru/portfolio/kvartira-v-zhk-4-solnca/,https://design.td-art.ru/4suns,301
https://td-art.ru/articles/interesnoe/stil-barokko/,https://design.td-art.ru/folio,301
https://td-art.ru/portfolio/horoshevskij/,https://design.td-art.ru/horoshevski,301
https://td-art.ru/articles/kitchen/modern/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/prihozhaya/high-tech/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/interesnoe/dizajn-interera-v-sovremennom-stile/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/interesnoe/osoznannyj-interer-opredeljaemsja-s-vyborom/,https://design.td-art.ru/folio,301
https://td-art.ru/portfolio/fili-city/,https://design.td-art.ru/folio,301
https://td-art.ru/portfolio/dom-v-poselke-novye-veshki/,https://design.td-art.ru/veshki,301
https://td-art.ru/portfolio/spasskie-vyselki/,https://design.td-art.ru/house190,301
https://td-art.ru/articles/kitchen/,https://design.td-art.ru/folio,301
https://td-art.ru/portfolio/kvartira-v-starom-fonde/,https://design.td-art.ru/folio,301
https://td-art.ru/portfolio/dom-v-novoj-moskve-160m2/,https://design.td-art.ru/house160,301
https://td-art.ru/portfolio/kvartira-na-donskom-proezde/,https://design.td-art.ru/donskoy,301
https://td-art.ru/portfolio/west-garden-50m2/,https://design.td-art.ru/westgarden50,301
https://td-art.ru/articles/prihozhaya/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/interesnoe/kak-rasporyaditsya-prostranstvom-lodzhii/,https://design.td-art.ru/folio,301
https://td-art.ru/articles/interesnoe/kak-ne-popast-na-novichka/,https://design.td-art.ru/folio,301
/(.*),https://design.td-art.ru/folio,301
